Year,country_name,cn,Regime,Regime Type,Phi0,Phi1,current_phi,Country,adv,emg,lid,g7,g20,adv_g20,emg_g20,ea,emg_mi_asia,emg_mi_europe,emg_mi_lam,emg_mi_n_africa,emg_mi_africa,lidc_asis,lidc_lam,lidc_sub_africa,lidc,lidc_oil,oil
2012,finland,172,1,Unit root,-0.059064566,-0.06224548,-0.06224548,Finland,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,finland,172,1,Unit root,-0.059064566,-0.06224548,-0.06224548,Finland,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,finland,172,1,Unit root,-0.059064566,-0.06224548,-0.06224548,Finland,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,finland,172,1,Unit root,-0.059064566,-0.06224548,-0.06224548,Finland,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,finland,172,1,Unit root,-0.059064566,-0.06224548,-0.06224548,Finland,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,finland,172,1,Unit root,-0.059064566,-0.06224548,-0.06224548,Finland,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,finland,172,1,Unit root,-0.059064566,-0.06224548,-0.06224548,Finland,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,finland,172,1,Unit root,-0.059064566,-0.06224548,-0.06224548,Finland,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,finland,172,1,Unit root,-0.059064566,-0.06224548,-0.06224548,Finland,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,finland,172,1,Unit root,-0.059064566,-0.06224548,-0.06224548,Finland,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,finland,172,1,Unit root,-0.059064566,-0.06224548,-0.06224548,Finland,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,finland,172,1,Unit root,-0.059064566,-0.06224548,-0.06224548,Finland,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,finland,172,0,Unit root,-0.059064566,-0.06224548,-0.059064566,Finland,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1975,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1976,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1977,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1978,france,132,0,Unit root,-0.114772859,-0.594049302,-0.114772859,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1979,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1980,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1981,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1982,france,132,0,Unit root,-0.114772859,-0.594049302,-0.114772859,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1983,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1984,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1985,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1986,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1987,france,132,0,Unit root,-0.114772859,-0.594049302,-0.114772859,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1988,france,132,0,Unit root,-0.114772859,-0.594049302,-0.114772859,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1989,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1990,france,132,0,Unit root,-0.114772859,-0.594049302,-0.114772859,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1991,france,132,0,Unit root,-0.114772859,-0.594049302,-0.114772859,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1992,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1993,france,132,0,Unit root,-0.114772859,-0.594049302,-0.114772859,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1994,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1995,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1996,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1997,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1998,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1999,france,132,0,Unit root,-0.114772859,-0.594049302,-0.114772859,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2000,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2001,france,132,0,Unit root,-0.114772859,-0.594049302,-0.114772859,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2002,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2003,france,132,0,Unit root,-0.114772859,-0.594049302,-0.114772859,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2004,france,132,0,Unit root,-0.114772859,-0.594049302,-0.114772859,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2005,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2006,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2007,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2008,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2009,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2010,france,132,0,Unit root,-0.114772859,-0.594049302,-0.114772859,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2011,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2012,france,132,0,Unit root,-0.114772859,-0.594049302,-0.114772859,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2013,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2014,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2015,france,132,0,Unit root,-0.114772859,-0.594049302,-0.114772859,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2016,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2017,france,132,0,Unit root,-0.114772859,-0.594049302,-0.114772859,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2018,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2019,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2020,france,132,0,Unit root,-0.114772859,-0.594049302,-0.114772859,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2021,france,132,0,Unit root,-0.114772859,-0.594049302,-0.114772859,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2022,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2023,france,132,1,Stationary,-0.114772859,-0.594049302,-0.594049302,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2024,france,132,0,Unit root,-0.114772859,-0.594049302,-0.114772859,France,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1997,georgia,915,1,Unit root,-0.203302466,-0.120417656,-0.120417656,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,georgia,915,1,Unit root,-0.203302466,-0.120417656,-0.120417656,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,georgia,915,1,Unit root,-0.203302466,-0.120417656,-0.120417656,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,georgia,915,1,Unit root,-0.203302466,-0.120417656,-0.120417656,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,georgia,915,0,Stationary,-0.203302466,-0.120417656,-0.203302466,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,georgia,915,1,Unit root,-0.203302466,-0.120417656,-0.120417656,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,georgia,915,0,Stationary,-0.203302466,-0.120417656,-0.203302466,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,georgia,915,0,Stationary,-0.203302466,-0.120417656,-0.203302466,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,georgia,915,0,Stationary,-0.203302466,-0.120417656,-0.203302466,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,georgia,915,0,Stationary,-0.203302466,-0.120417656,-0.203302466,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,georgia,915,1,Unit root,-0.203302466,-0.120417656,-0.120417656,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,georgia,915,1,Unit root,-0.203302466,-0.120417656,-0.120417656,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,georgia,915,0,Stationary,-0.203302466,-0.120417656,-0.203302466,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,georgia,915,0,Stationary,-0.203302466,-0.120417656,-0.203302466,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,georgia,915,0,Stationary,-0.203302466,-0.120417656,-0.203302466,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,georgia,915,1,Unit root,-0.203302466,-0.120417656,-0.120417656,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,georgia,915,1,Unit root,-0.203302466,-0.120417656,-0.120417656,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,georgia,915,0,Stationary,-0.203302466,-0.120417656,-0.203302466,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,georgia,915,0,Stationary,-0.203302466,-0.120417656,-0.203302466,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,georgia,915,1,Unit root,-0.203302466,-0.120417656,-0.120417656,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,georgia,915,1,Unit root,-0.203302466,-0.120417656,-0.120417656,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,georgia,915,1,Unit root,-0.203302466,-0.120417656,-0.120417656,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,georgia,915,0,Stationary,-0.203302466,-0.120417656,-0.203302466,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,georgia,915,0,Stationary,-0.203302466,-0.120417656,-0.203302466,Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1972,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1973,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1974,germany,134,1,Explosive,-0.12162034,0.038166334,0.038166334,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1975,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1976,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1977,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1978,germany,134,1,Explosive,-0.12162034,0.038166334,0.038166334,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1979,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1980,germany,134,1,Explosive,-0.12162034,0.038166334,0.038166334,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1981,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1982,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1983,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1984,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1985,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1986,germany,134,1,Explosive,-0.12162034,0.038166334,0.038166334,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1987,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1988,germany,134,1,Explosive,-0.12162034,0.038166334,0.038166334,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1989,germany,134,1,Explosive,-0.12162034,0.038166334,0.038166334,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1990,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1991,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1992,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1993,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1994,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1995,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1996,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1997,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1998,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1999,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2000,germany,134,1,Explosive,-0.12162034,0.038166334,0.038166334,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2001,germany,134,1,Explosive,-0.12162034,0.038166334,0.038166334,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2002,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2003,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2004,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2005,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2006,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2007,germany,134,1,Explosive,-0.12162034,0.038166334,0.038166334,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2008,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2009,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2010,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2011,germany,134,1,Explosive,-0.12162034,0.038166334,0.038166334,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2012,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2013,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2014,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2015,germany,134,1,Explosive,-0.12162034,0.038166334,0.038166334,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2016,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2017,germany,134,1,Explosive,-0.12162034,0.038166334,0.038166334,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2018,germany,134,1,Explosive,-0.12162034,0.038166334,0.038166334,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2019,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2020,germany,134,1,Explosive,-0.12162034,0.038166334,0.038166334,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2021,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2022,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2023,germany,134,1,Explosive,-0.12162034,0.038166334,0.038166334,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2024,germany,134,0,Stationary,-0.12162034,0.038166334,-0.12162034,Germany,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1976,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1977,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1978,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1979,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1980,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1981,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1982,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1983,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1984,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1985,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1986,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1987,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1988,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1989,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1990,greece,174,1,Unit root,-0.585703695,-0.072454517,-0.072454517,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1991,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1992,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1993,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1994,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1995,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1996,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1998,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,greece,174,1,Unit root,-0.585703695,-0.072454517,-0.072454517,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,greece,174,1,Unit root,-0.585703695,-0.072454517,-0.072454517,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
