Year,country_name,cn,Regime,Regime Type,Phi0,Phi1,current_phi,Country,adv,emg,lid,g7,g20,adv_g20,emg_g20,ea,emg_mi_asia,emg_mi_europe,emg_mi_lam,emg_mi_n_africa,emg_mi_africa,lidc_asis,lidc_lam,lidc_sub_africa,lidc,lidc_oil,oil
2010,sweden,144,0,Unit root,-0.017642269,-0.043883168,-0.017642269,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,sweden,144,0,Unit root,-0.017642269,-0.043883168,-0.017642269,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,sweden,144,0,Unit root,-0.017642269,-0.043883168,-0.017642269,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,sweden,144,0,Unit root,-0.017642269,-0.043883168,-0.017642269,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,sweden,144,0,Unit root,-0.017642269,-0.043883168,-0.017642269,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,switzerland,146,1,Unit root,-0.430322565,-0.018650475,-0.018650475,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,switzerland,146,1,Unit root,-0.430322565,-0.018650475,-0.018650475,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,switzerland,146,1,Unit root,-0.430322565,-0.018650475,-0.018650475,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,switzerland,146,1,Unit root,-0.430322565,-0.018650475,-0.018650475,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,switzerland,146,1,Unit root,-0.430322565,-0.018650475,-0.018650475,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,switzerland,146,1,Unit root,-0.430322565,-0.018650475,-0.018650475,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,switzerland,146,1,Unit root,-0.430322565,-0.018650475,-0.018650475,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,switzerland,146,0,Stationary,-0.430322565,-0.018650475,-0.430322565,Switzerland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,taiwan,528,1,Stationary,0.040050788,-0.207340506,-0.207340506,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,taiwan,528,1,Stationary,0.040050788,-0.207340506,-0.207340506,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,taiwan,528,1,Stationary,0.040050788,-0.207340506,-0.207340506,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,taiwan,528,0,Unit root,0.040050788,-0.207340506,0.040050788,Taiwan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,thailand,578,1,Unit root,-0.157126319,-0.030607273,-0.030607273,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,thailand,578,1,Unit root,-0.157126319,-0.030607273,-0.030607273,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,thailand,578,1,Unit root,-0.157126319,-0.030607273,-0.030607273,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,thailand,578,1,Unit root,-0.157126319,-0.030607273,-0.030607273,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,thailand,578,1,Unit root,-0.157126319,-0.030607273,-0.030607273,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,thailand,578,1,Unit root,-0.157126319,-0.030607273,-0.030607273,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,thailand,578,1,Unit root,-0.157126319,-0.030607273,-0.030607273,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,thailand,578,1,Unit root,-0.157126319,-0.030607273,-0.030607273,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,thailand,578,1,Unit root,-0.157126319,-0.030607273,-0.030607273,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,thailand,578,1,Unit root,-0.157126319,-0.030607273,-0.030607273,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,thailand,578,1,Unit root,-0.157126319,-0.030607273,-0.030607273,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,thailand,578,1,Unit root,-0.157126319,-0.030607273,-0.030607273,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,thailand,578,1,Unit root,-0.157126319,-0.030607273,-0.030607273,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,thailand,578,1,Unit root,-0.157126319,-0.030607273,-0.030607273,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,thailand,578,1,Unit root,-0.157126319,-0.030607273,-0.030607273,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,thailand,578,1,Unit root,-0.157126319,-0.030607273,-0.030607273,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,thailand,578,1,Unit root,-0.157126319,-0.030607273,-0.030607273,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,thailand,578,1,Unit root,-0.157126319,-0.030607273,-0.030607273,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,thailand,578,0,Unit root,-0.157126319,-0.030607273,-0.157126319,Thailand,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,turkey,186,0,Stationary,-1.095606566,-0.18119106,-1.095606566,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1988,turkey,186,1,Stationary,-1.095606566,-0.18119106,-0.18119106,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1989,turkey,186,1,Stationary,-1.095606566,-0.18119106,-0.18119106,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1990,turkey,186,1,Stationary,-1.095606566,-0.18119106,-0.18119106,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1991,turkey,186,1,Stationary,-1.095606566,-0.18119106,-0.18119106,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1992,turkey,186,1,Stationary,-1.095606566,-0.18119106,-0.18119106,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1993,turkey,186,1,Stationary,-1.095606566,-0.18119106,-0.18119106,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1994,turkey,186,1,Stationary,-1.095606566,-0.18119106,-0.18119106,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1995,turkey,186,1,Stationary,-1.095606566,-0.18119106,-0.18119106,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1996,turkey,186,1,Stationary,-1.095606566,-0.18119106,-0.18119106,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1997,turkey,186,1,Stationary,-1.095606566,-0.18119106,-0.18119106,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1998,turkey,186,1,Stationary,-1.095606566,-0.18119106,-0.18119106,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1999,turkey,186,1,Stationary,-1.095606566,-0.18119106,-0.18119106,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2000,turkey,186,1,Stationary,-1.095606566,-0.18119106,-0.18119106,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2001,turkey,186,1,Stationary,-1.095606566,-0.18119106,-0.18119106,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2002,turkey,186,1,Stationary,-1.095606566,-0.18119106,-0.18119106,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2003,turkey,186,0,Stationary,-1.095606566,-0.18119106,-1.095606566,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2004,turkey,186,0,Stationary,-1.095606566,-0.18119106,-1.095606566,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2005,turkey,186,0,Stationary,-1.095606566,-0.18119106,-1.095606566,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2006,turkey,186,0,Stationary,-1.095606566,-0.18119106,-1.095606566,Turkey,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
