date,ccode,cn,Country,year,idc,ldc,emg,eap,eca,mena,sa,we,na,ssa,lac,oil,emg2,fc,ez,euro_start
4/1/2004,KOR,542,South Korea,2004,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2004,KOR,542,South Korea,2004,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2004,KOR,542,South Korea,2004,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2005,KOR,542,South Korea,2005,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2005,KOR,542,South Korea,2005,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2005,KOR,542,South Korea,2005,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2005,KOR,542,South Korea,2005,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2006,KOR,542,South Korea,2006,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2006,KOR,542,South Korea,2006,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2006,KOR,542,South Korea,2006,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2006,KOR,542,South Korea,2006,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2007,KOR,542,South Korea,2007,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2007,KOR,542,South Korea,2007,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2007,KOR,542,South Korea,2007,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2007,KOR,542,South Korea,2007,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2008,KOR,542,South Korea,2008,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2008,KOR,542,South Korea,2008,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2008,KOR,542,South Korea,2008,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2008,KOR,542,South Korea,2008,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2009,KOR,542,South Korea,2009,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2009,KOR,542,South Korea,2009,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2009,KOR,542,South Korea,2009,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2009,KOR,542,South Korea,2009,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2010,KOR,542,South Korea,2010,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2010,KOR,542,South Korea,2010,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2010,KOR,542,South Korea,2010,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2010,KOR,542,South Korea,2010,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2011,KOR,542,South Korea,2011,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2011,KOR,542,South Korea,2011,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2011,KOR,542,South Korea,2011,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2011,KOR,542,South Korea,2011,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2012,KOR,542,South Korea,2012,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2012,KOR,542,South Korea,2012,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2012,KOR,542,South Korea,2012,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2012,KOR,542,South Korea,2012,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2013,KOR,542,South Korea,2013,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2013,KOR,542,South Korea,2013,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2013,KOR,542,South Korea,2013,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2013,KOR,542,South Korea,2013,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2014,KOR,542,South Korea,2014,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2014,KOR,542,South Korea,2014,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2014,KOR,542,South Korea,2014,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2014,KOR,542,South Korea,2014,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2015,KOR,542,South Korea,2015,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2015,KOR,542,South Korea,2015,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2015,KOR,542,South Korea,2015,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2015,KOR,542,South Korea,2015,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2016,KOR,542,South Korea,2016,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2016,KOR,542,South Korea,2016,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2016,KOR,542,South Korea,2016,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2016,KOR,542,South Korea,2016,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2017,KOR,542,South Korea,2017,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2017,KOR,542,South Korea,2017,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2017,KOR,542,South Korea,2017,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2017,KOR,542,South Korea,2017,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2018,KOR,542,South Korea,2018,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2018,KOR,542,South Korea,2018,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2018,KOR,542,South Korea,2018,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2018,KOR,542,South Korea,2018,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2019,KOR,542,South Korea,2019,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2019,KOR,542,South Korea,2019,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2019,KOR,542,South Korea,2019,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2019,KOR,542,South Korea,2019,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2020,KOR,542,South Korea,2020,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2020,KOR,542,South Korea,2020,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2020,KOR,542,South Korea,2020,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2020,KOR,542,South Korea,2020,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2021,KOR,542,South Korea,2021,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2021,KOR,542,South Korea,2021,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2021,KOR,542,South Korea,2021,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2021,KOR,542,South Korea,2021,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2022,KOR,542,South Korea,2022,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2022,KOR,542,South Korea,2022,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2022,KOR,542,South Korea,2022,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2022,KOR,542,South Korea,2022,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2023,KOR,542,South Korea,2023,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2023,KOR,542,South Korea,2023,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2023,KOR,542,South Korea,2023,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2023,KOR,542,South Korea,2023,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2024,KOR,542,South Korea,2024,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2024,KOR,542,South Korea,2024,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2024,KOR,542,South Korea,2024,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2024,KOR,542,South Korea,2024,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1999,MYS,548,Malaysia,1999,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1999,MYS,548,Malaysia,1999,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1999,MYS,548,Malaysia,1999,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1999,MYS,548,Malaysia,1999,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2000,MYS,548,Malaysia,2000,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2000,MYS,548,Malaysia,2000,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2000,MYS,548,Malaysia,2000,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2000,MYS,548,Malaysia,2000,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2001,MYS,548,Malaysia,2001,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2001,MYS,548,Malaysia,2001,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2001,MYS,548,Malaysia,2001,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2001,MYS,548,Malaysia,2001,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2002,MYS,548,Malaysia,2002,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2002,MYS,548,Malaysia,2002,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2002,MYS,548,Malaysia,2002,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2002,MYS,548,Malaysia,2002,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2003,MYS,548,Malaysia,2003,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2003,MYS,548,Malaysia,2003,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2003,MYS,548,Malaysia,2003,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2003,MYS,548,Malaysia,2003,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2004,MYS,548,Malaysia,2004,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2004,MYS,548,Malaysia,2004,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2004,MYS,548,Malaysia,2004,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2004,MYS,548,Malaysia,2004,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2005,MYS,548,Malaysia,2005,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2005,MYS,548,Malaysia,2005,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2005,MYS,548,Malaysia,2005,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2005,MYS,548,Malaysia,2005,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2006,MYS,548,Malaysia,2006,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2006,MYS,548,Malaysia,2006,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2006,MYS,548,Malaysia,2006,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2006,MYS,548,Malaysia,2006,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2007,MYS,548,Malaysia,2007,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2007,MYS,548,Malaysia,2007,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2007,MYS,548,Malaysia,2007,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2007,MYS,548,Malaysia,2007,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2008,MYS,548,Malaysia,2008,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2008,MYS,548,Malaysia,2008,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2008,MYS,548,Malaysia,2008,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2008,MYS,548,Malaysia,2008,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2009,MYS,548,Malaysia,2009,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2009,MYS,548,Malaysia,2009,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2009,MYS,548,Malaysia,2009,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2009,MYS,548,Malaysia,2009,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2010,MYS,548,Malaysia,2010,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2010,MYS,548,Malaysia,2010,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2010,MYS,548,Malaysia,2010,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2010,MYS,548,Malaysia,2010,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2011,MYS,548,Malaysia,2011,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2011,MYS,548,Malaysia,2011,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2011,MYS,548,Malaysia,2011,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2011,MYS,548,Malaysia,2011,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2012,MYS,548,Malaysia,2012,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2012,MYS,548,Malaysia,2012,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2012,MYS,548,Malaysia,2012,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2012,MYS,548,Malaysia,2012,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2013,MYS,548,Malaysia,2013,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2013,MYS,548,Malaysia,2013,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2013,MYS,548,Malaysia,2013,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2013,MYS,548,Malaysia,2013,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2014,MYS,548,Malaysia,2014,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2014,MYS,548,Malaysia,2014,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2014,MYS,548,Malaysia,2014,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2014,MYS,548,Malaysia,2014,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2015,MYS,548,Malaysia,2015,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2015,MYS,548,Malaysia,2015,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2015,MYS,548,Malaysia,2015,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2015,MYS,548,Malaysia,2015,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2016,MYS,548,Malaysia,2016,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2016,MYS,548,Malaysia,2016,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2016,MYS,548,Malaysia,2016,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2016,MYS,548,Malaysia,2016,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2017,MYS,548,Malaysia,2017,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2017,MYS,548,Malaysia,2017,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2017,MYS,548,Malaysia,2017,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2017,MYS,548,Malaysia,2017,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2018,MYS,548,Malaysia,2018,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2018,MYS,548,Malaysia,2018,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2018,MYS,548,Malaysia,2018,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2018,MYS,548,Malaysia,2018,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2019,MYS,548,Malaysia,2019,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2019,MYS,548,Malaysia,2019,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2019,MYS,548,Malaysia,2019,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2019,MYS,548,Malaysia,2019,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2020,MYS,548,Malaysia,2020,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1977,PHL,566,Philippines,1977,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1977,PHL,566,Philippines,1977,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1978,PHL,566,Philippines,1978,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1978,PHL,566,Philippines,1978,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1979,PHL,566,Philippines,1979,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1979,PHL,566,Philippines,1979,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1980,PHL,566,Philippines,1980,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1980,PHL,566,Philippines,1980,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1981,PHL,566,Philippines,1981,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1981,PHL,566,Philippines,1981,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1981,PHL,566,Philippines,1981,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1981,PHL,566,Philippines,1981,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1982,PHL,566,Philippines,1982,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1982,PHL,566,Philippines,1982,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1982,PHL,566,Philippines,1982,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1982,PHL,566,Philippines,1982,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1983,PHL,566,Philippines,1983,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1983,PHL,566,Philippines,1983,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1983,PHL,566,Philippines,1983,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1983,PHL,566,Philippines,1983,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1984,PHL,566,Philippines,1984,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1984,PHL,566,Philippines,1984,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1984,PHL,566,Philippines,1984,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1984,PHL,566,Philippines,1984,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1985,PHL,566,Philippines,1985,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1985,PHL,566,Philippines,1985,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1985,PHL,566,Philippines,1985,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1985,PHL,566,Philippines,1985,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1986,PHL,566,Philippines,1986,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1986,PHL,566,Philippines,1986,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1986,PHL,566,Philippines,1986,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1986,PHL,566,Philippines,1986,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1987,PHL,566,Philippines,1987,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1987,PHL,566,Philippines,1987,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1987,PHL,566,Philippines,1987,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1987,PHL,566,Philippines,1987,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1988,PHL,566,Philippines,1988,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1988,PHL,566,Philippines,1988,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1988,PHL,566,Philippines,1988,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1988,PHL,566,Philippines,1988,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1989,PHL,566,Philippines,1989,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1989,PHL,566,Philippines,1989,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1989,PHL,566,Philippines,1989,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1989,PHL,566,Philippines,1989,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1990,PHL,566,Philippines,1990,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1990,PHL,566,Philippines,1990,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1990,PHL,566,Philippines,1990,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1990,PHL,566,Philippines,1990,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1991,PHL,566,Philippines,1991,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1991,PHL,566,Philippines,1991,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1991,PHL,566,Philippines,1991,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1991,PHL,566,Philippines,1991,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1992,PHL,566,Philippines,1992,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1992,PHL,566,Philippines,1992,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1992,PHL,566,Philippines,1992,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1992,PHL,566,Philippines,1992,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1993,PHL,566,Philippines,1993,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1993,PHL,566,Philippines,1993,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1993,PHL,566,Philippines,1993,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1993,PHL,566,Philippines,1993,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1994,PHL,566,Philippines,1994,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1994,PHL,566,Philippines,1994,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1994,PHL,566,Philippines,1994,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1994,PHL,566,Philippines,1994,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1995,PHL,566,Philippines,1995,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1995,PHL,566,Philippines,1995,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1995,PHL,566,Philippines,1995,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1995,PHL,566,Philippines,1995,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1996,PHL,566,Philippines,1996,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1996,PHL,566,Philippines,1996,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1996,PHL,566,Philippines,1996,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1996,PHL,566,Philippines,1996,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1997,PHL,566,Philippines,1997,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1997,PHL,566,Philippines,1997,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1997,PHL,566,Philippines,1997,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1997,PHL,566,Philippines,1997,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1998,PHL,566,Philippines,1998,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1998,PHL,566,Philippines,1998,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1998,PHL,566,Philippines,1998,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1998,PHL,566,Philippines,1998,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1999,PHL,566,Philippines,1999,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1999,PHL,566,Philippines,1999,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1999,PHL,566,Philippines,1999,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1999,PHL,566,Philippines,1999,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2000,PHL,566,Philippines,2000,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2000,PHL,566,Philippines,2000,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2000,PHL,566,Philippines,2000,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2000,PHL,566,Philippines,2000,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2001,PHL,566,Philippines,2001,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2001,PHL,566,Philippines,2001,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2001,PHL,566,Philippines,2001,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2001,PHL,566,Philippines,2001,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2002,PHL,566,Philippines,2002,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
