DATASET,SERIES_CODE,OBS_MEASURE,Country,BOP_ACCOUNTING_ENTRY,INDICATOR,UNIT,FREQUENCY,SCALE,1950-Q1,1950-Q2,1950-Q3,1950-Q4,1951-Q1,1951-Q2,1951-Q3,1951-Q4,1952-Q1,1952-Q2,1952-Q3,1952-Q4,1953-Q1,1953-Q2,1953-Q3,1953-Q4,1954-Q1,1954-Q2,1954-Q3,1954-Q4,1955-Q1,1955-Q2,1955-Q3,1955-Q4,1956-Q1,1956-Q2,1956-Q3,1956-Q4,1957-Q1,1957-Q2,1957-Q3,1957-Q4,1958-Q1,1958-Q2,1958-Q3,1958-Q4,1959-Q1,1959-Q2,1959-Q3,1959-Q4,1960-Q1,1960-Q2,1960-Q3,1960-Q4,1961-Q1,1961-Q2,1961-Q3,1961-Q4,1962-Q1,1962-Q2,1962-Q3,1962-Q4,1963-Q1,1963-Q2,1963-Q3,1963-Q4,1964-Q1,1964-Q2,1964-Q3,1964-Q4,1965-Q1,1965-Q2,1965-Q3,1965-Q4,1966-Q1,1966-Q2,1966-Q3,1966-Q4,1967-Q1,1967-Q2,1967-Q3,1967-Q4,1968-Q1,1968-Q2,1968-Q3,1968-Q4,1969-Q1,1969-Q2,1969-Q3,1969-Q4,1970-Q1,1970-Q2,1970-Q3,1970-Q4,1971-Q1,1971-Q2,1971-Q3,1971-Q4,1972-Q1,1972-Q2,1972-Q3,1972-Q4,1973-Q1,1973-Q2,1973-Q3,1973-Q4,1974-Q1,1974-Q2,1974-Q3,1974-Q4,1975-Q1,1975-Q2,1975-Q3,1975-Q4,1976-Q1,1976-Q2,1976-Q3,1976-Q4,1977-Q1,1977-Q2,1977-Q3,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1
IMF.STA:BOP(20.0.0),LTU.NETCD_T.CAB.USD.Q,OBS_VALUE,"Lithuania, Republic of",Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.256265174,-27.01838853,21.75533230663654,-74.1872644,-182.6540527,-48.8275,163.4225,-25.935,-208.64,-91.76,-72.17,-241.795,-134.1475,-127.015,-114.0825,-347.365,-192.9325,-241.8525,-139.1525,-407.4,-228.725,-292.375,-376.5075,-400.605,-187.5525,-377.81,-248.18,-380.5375,-143.34,-172.14,-105.215,-254.2025,-136.575,-121.35,-1.85,-313.8,-129.1046781,-197.2616543,-50.48049531,-343.8491585,-147.8821191,-379.92848,-239.2887384,-511.2535433,-399.7370385,-566.6234812,-385.1339198,-418.0991287,-277.1950251,-590.8967649,-550.0746738,-497.2457515,-619.9307193,-771.731098,-973.4609055,-852.4321892,-1322.092882,-1716.517612,-1448.33199,-1609.417766,-2366.602474,-2175.037219,-1455.868685,-501.1115431,-209.8777685,-81.90037768,98.56228623,1034.811404169247,-71.52399848,123.9363249047626,3.89893897,16.21774018181821,-637.004107,-397.814273,-177.4496276,-379.9773987,-925.1527112,193.3920524516075,-180.8478836,226.3378940624999,-43.10533161,237.0941242222138,160.3580512121228,436.2756486249997,1.794217587301527,155.3699448387168,1105.198147636373,451.0670097656251,-519.8162814,-569.8335001,77.92666500000045,-34.05196822,-192.6290361,-319.9349692,129.0264564393942,-52.44753164,-21.21075471,-95.33430081,353.0283419230782,282.6196668571384,-258.135,-138.0222568,296.8771337538376,267.4900193749989,315.6763108571337,117.7749969999989,698.3109618484694,928.4414433749987,950.9899255468758,827.5355707096727,1302.107969621205,1067.214679630803,699.1610248571333,-54.98650667,452.9533178030364,-112.0769595,-933.2189663,-1246.324663,-878.0595789,-1264.790118,63.74729560000057,118.8728635,401.3943358,294.3740002380999,661.9176547936487,494.504028,517.0351392727462,427.1054607,
IMF.STA:BOP(20.0.0),BGR.NETCD_T.CAB.USD.Q,OBS_VALUE,Bulgaria,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-206.2,23.1,300.1,-193.9,-258.3,0.6,207.8,-310,-14.7,-527.3,79.6,-636.4,-321.9,88.3,119.7,82.1,-124.3,13.4,213.9,-128.8,-123.3,33.9,88.9,16.2,154.9,84.7,140.9,46.4,-41.02797986,82.01316969,119.6532546,-222.5509052,-270.9471245,-177.447525,34.60302623,-238.340286,-350.6253441,-82.19389365,66.77542494,-337.6418931,-226.503193,-164.4955777,-49.23035739,-364.4191273,-160.4830537,-87.28707141,372.8474249,-444.1163309,-319.7308358,-455.4370783,354.7137746,-601.7010073,-578.7329818,-481.9056626,531.7248088,-1142.210484,-759.7816815,-756.2725766,-299.727255,-1531.217326,-1453.165249,-1091.508071,-692.6366883,-2625.921586,-2588.778191,-2278.483062,-1865.321042,-4704.424058,-2875.816546,-3666.237807,-1610.815558,-3722.464974,-1665.435895,-1616.326341,354.0883358,-1328.654603,-584.63,-429.96,1617.1,-1567.13,-85.29,71.38,1340.74,-1054.34,-542.01,-397.8,1138.84,-727.65,-554.02,646.64,1276.93,-690.91,-155.07,203.5,1549.75,-346.69,-59.26,-105.03,1147.51,-973.88,-1.16,657.99,1551.19,-534.99,0.55,335.3,2447.34,-862.34,-764.31,-272.32,1981.34,-564.96,-169.86,60.34,1693.15,-447.82,244.95,507.51,140,-636.46,-264.43,-95.06,507.95,-1020.99,-1206.3,29.42,-62.49,-1190.13,-880.94,283.52,12.39,-309.83,-290.17,-792.13,1031.34,-1963.06,
IMF.STA:BOP(20.0.0),FRA.NETCD_T.CAB.USD.Q,OBS_VALUE,France,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.8787423528225,1849.731423889274,449.7357469673364,226.0132691833002,-674.3812157,10.52617335331438,-1690.948068,-1001.407809,-1067.148961,351.9508216544513,-504.7142079,814.8071555815959,496.1700995485774,2709.568162770182,1536.322399996403,2321.654052990054,1091.769557136998,2402.688451184811,854.9834671705242,792.0600807824111,-2390.860743,778.7089577119986,-1657.203863,-938.9848406,-2417.828139,1110.988078238043,-1637.283934,-1866.694977,-2660.609633,-3574.007221,-3657.57036,-2189.987417,-4750.727178,-413.6583102,-285.1711027,284.044533,-1789.139945,122.4818178543266,379.4544041174116,411.2047052079665,-1906.600983,780.2617172412417,-125.4772548,1217.218571036116,-579.938029,973.8669701450068,528.2027826548829,1507.858820187963,-1922.396958,-522.7897611,-754.6575246,-1245.988623,-806.16709,-669.7046608,-927.3766004,-2215.659749,-816.6378037,-1193.146275,-501.063094,-2160.163472,-1488.88566,-2668.194274,-2558.152591,-3228.995709,-5312.893876,-966.1397501,-244.6252734,5.403458213256484,-1687.748398,2110.062683075813,635.0849132050614,2836.030696755566,-820.3125,1618.462515572708,4609.039951092002,3582.595443916027,2101.496414201265,1096.793137218703,2340.670876507867,1876.313598592546,4548.599847935034,3369.255702695908,376.6430142217764,2545.838065877008,6624.655172756215,2897.985033151954,5492.826410587789,5545.145775214442,8782.998703486774,10546.20911,8121.147013458042,10350.79380276935,8843.670568,8395.400500157644,9880.90601,10578.56879909354,10772.25057593358,14115.76054986203,15124.83475797819,10679.57675746412,1916.473273317135,6523.206217,4968.326496065954,2717.174571957352,6348.630803286759,1176.269434615504,7259.313982313424,6181.171059379697,5947.399085,1335.063622156849,6648.776714336219,3719.769290950211,5752.199023875337,-1357.186739,5852.436083875724,5737.401220592407,5474.166678983556,1418.944002870508,4414.255580684663,-2140.949128,2622.139193644898,-1505.369972,3024.333784414035,-4283.79402,5597.468199836037,-3738.154021,2404.122320268381,-3749.110937,6387.219214501086,-6018.031601,1201.721732999792,-10289.42379,-4454.44142,-17770.39135,1732.259429273393,-7670.440019,-4759.95095,-15939.14938,7664.265304,-9064.750044,-5827.825151,-13401.21492,3124.257385,-5926.285506,-15749.37249,-9581.654248,-689.8383309,-3487.737983,-12073.99136,-11026.62743,-4118.305763,-5656.178137,-16482.90301,-2817.541876,-4350.589408,6811.158944062495,-21069.593,-13945.04211,2055.146815,5413.404023437502,-11545.10396,-459.12956,-781.601115,4615.032913230901,-15718.88199,-3441.457758,-3161.957739,9015.882820312501,-19745.70062,-5775.385007,6426.043763076967,6807.879677142777,-16271.60119,-13216.13151,1033.121726769197,7991.371336250001,-3414.356069,-1855.00396,4111.963084848394,17150.07221,-16071.39343,-24930.81149,-17047.74295,5008.384190769393,-8838.400679,-6570.887547,3193.482975303073,19460.97875272799,-13907.76457,-7519.852697,-17740.63196,6099.436464999997,-22224.21076,-3502.389315,-9199.808408,4592.088189682647,-7045.348064,-1671.280842,5312.696963636581,15786.21774,
IMF.STA:BOP(20.0.0),TTO.NETCD_T.CAB.USD.Q,OBS_VALUE,Trinidad and Tobago,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.7931848,92.61490897,465.2218983,631.5205251,-217.5506961,-75.02597719,-40.25101387,-443.5550584,698.8622009,158.0611283,363.6219613,188.646885,285.378543,506.1796339,103.1761202,731.1091986,555.1869536,402.3199312,19.79534891,42.8417158,72.6732368,-637.3145341,-586.9671752,-204.802206,171.4322829,554.2549594,147.781568,1755.839555,1340.81577,1148.140499,1569.985796,1185.144925,1344.461956,722.9233347,739.9934465,589.3656075,504.1708697,449.6879447,354.5533554,,
IMF.STA:BOP(20.0.0),RWA.NETCD_T.CAB.USD.Q,OBS_VALUE,Rwanda,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-228.413021,-191.5899859,-256.4662113,-198.8934452,-279.0575233,-223.9912329,-202.1355775,-269.6175294,-266.171877,-361.8205146,-328.1355377,-274.7375148,-380.9001289,-260.7048803,-330.3181234,-255.5975983,-249.2658093,-325.064909,-328.7392208,-306.1413265,-236.7147682,-190.8002054,-456.8649783,-362.0544197,-419.4151592,-338.6584869,-440.5646803,-455.0820999,-524.7993828,-425.3416216,,,
IMF.STA:BOP(20.0.0),TJK.NETCD_T.CAB.USD.Q,OBS_VALUE,"Tajikistan, Republic of",Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.5533,-11.7035,15.2214,16.9016,-20.993,1.8135,-19.0097,33.4255,-22.4583,-29.8098,-0.7003,-4.0737,-64.01694237,-68.12378552,-87.33828048,-76.73045605,-221.718206,-120.0406057,-17.04241685,-13.60996518,-254.1308187,-232.3389672,-314.0501783,-393.3082807,-359.5836627,-124.2860886,-167.0397854,-407.8720005,-333.1979923,-122.3151084,-29.56879546,-232.3869663,-203.7764683,-48.80328673,-53.82780692,-274.671055,-213.3275816,-94.52321796,43.06409578,-148.5315734,-445.6841621,-94.85779562,6.883584924,-147.7393865,-252.8733118,-270.8265987,45.11457394,-406.2068243,-266.3910597,-83.30020254,298.0749587,-264.8382652,-236.1586753,-22.12253753,-31.58422217,-187.2091158,-236.5264446,-129.1293222,161.3959816,-86.56695082,-10.28130254,-175.4353553,334.2780861,10.40788273,-113.3809667,-248.8884078,86.29127144,-103.7043555,-138.2832644,-113.8606848,82.6833036,-15.83419827,21.41075064,-79.22264082,442.7576456,-31.18496408,544.6664896,-78.36816502,4.302310612,264.9252113,-432.0682912,541.1341033,777.9198347,747.6158286,-205.2576436,-27.87821209,150.6179685,666.5403407,-106.0710051,374.2151533,610.5006437,8.37141933,
IMF.STA:BOP(20.0.0),KOR.NETCD_T.CAB.USD.Q,OBS_VALUE,"Korea, Republic of",Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-371,-134,-13,208,4,-257,174,91,-32,-162,-182,-709,-953,-1326,-813,-1059,-1826.1,-1633.8,-1561.9,-1823.2,-1310,-1697.2,-1533,-1881.7,-711.9,-1213.6,-1358.4,-2258.2,-1426.7,-975.9,-153.5,-949.5,-475.7,-965.1,-302.3,-12.7,-749,-731.6,-135.6,-463.1,-698.1,456.2,1545.3,1458.8,1815,2210.6,2270.9,2531.2,2723.1,2741.5,3203.1,4090,1278.2,956.6,752.7,778.9,-989.4,-619.4,605.9,-1801.3,-3799.2,-1858,-2038.9,-337.4,-2445.5,-646.5,-85.4,276.2,-1325.7,164.2,932.1,1917.5,-1929.1,-879.1,-1431.7,-553.6,-4293.3,-2677,-2824.4,-435,-5878.4,-5308.4,-6761.1,-6513.2,-7694.7,-1521.7,-2800.8,1205.7,11338.6,10308.8,9730.2,8735.2,5438.2,5842.8,4789.1,5714.5,-266.9,2653.9,3873.8,3920,303.9,1675.4,16.2,169.7,300,344.2,755.1,2666.8,-3076.7,37.6,4867.3,9480.1,5227.7,6771.7,7920.5,9370,3466,-230,2320.1,6652.5,-4948.5,-1282.8,849.5,7476.6,-1675.3,-2954.4,9105.3,5996.9,-1951.4,-5267.3,-4637.7,13609.4,10974.8,9533.3,5354.9,7224.6,-1181.7,11198.4,11514.8,6419,-4253,-2470.6,11405.6,11956.2,-1292,10940.3,16477.8,22664.5,11705.1,21472.9,21201.6,22879.3,12833,23792.6,20411.4,25992.6,22973.9,26726.6,28086.9,27331.2,26367.7,27085,21759.4,22711.6,15980.6,14455,25944.5,18850.8,10994,18262.8,28691.1,19518.6,10549.9,10621.9,19955,18549.3,12718.5,4957.6,24487.2,33738.9,18971.3,21797.3,23598.7,20860.9,13966,10506.8,-390.1,1745.9,-12121,3565.7,17165.4,24211.6,16481.7,23677,27069.1,31815.1,
IMF.STA:BOP(20.0.0),TUN.NETCD_T.CAB.USD.Q,OBS_VALUE,Tunisia,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1198.482363,-1091.382601,-1132.891746,-1185.090475,-884.0389166,-1268.527936,-440.7713499,-779.6991424,-722.1923131,-825.5514642,-515.069482,-491.9371499,-654.0360631,-844.9045928,-393.9833877,-877.1313244,-716.4578685,-1616.204506,-890.5569766,-746.0225749,-474.4488709,-549.5451592,-70.71520619,-15.8040636,,,,,
IMF.STA:BOP(20.0.0),LSO.NETCD_T.CAB.USD.Q,OBS_VALUE,"Lesotho, Kingdom of",Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.56529657604119,29.64144166460252,32.09937384975069,15.23535477230737,53.86531366970012,54.53125960108443,48.30179597485048,12.75057415860958,50.29604187553535,57.82494200263339,32.91121022258536,18.3834659,47.79715474863007,42.61591931596708,34.29793829822975,17.42268769442731,56.07099577194635,29.31477813170681,32.54912525482403,19.70072176416014,85.56958210017655,68.76995734157038,52.88816377267607,43.69704586,53.01954078663784,50.72358769085871,7.039195677038022,-1.057822053,24.61078988412789,24.89309407721212,14.16733136,7.239428212178779,39.96981942213528,36.52417617189266,13.81814345394408,11.31635923320412,120.9247436641517,-63.65095506,-88.84210428,-87.62386851,7.775503273,-2.816109129,-96.70262809,-71.84360356,6.676848808644572,-34.21700474,-31.31770496,-45.04279955,36.84799520978928,0.9802196893275849,-18.82740766,-44.29184531,-0.185803026,-43.28464772,-41.03913827,-68.84281953,-21.40917093,-34.82676425,-65.87650472,-94.03714402,-14.81019089,-79.30427523,-47.85012591,-86.81429045,-62.85001386,-100.4525039,-10.96813511,-29.01068011,-8.418037459,-62.30867252,-55.32087192,-40.57493128,-56.94631384,-5.809418217,-7.324940253,-6.850496198,-18.22915906,7.286885584284819,10.55567478277941,28.95183415397844,1.286196527579702,18.71934892775077,24.14920623904014,19.3627598,-13.09220186,5.380456900782719,5.244266995462622,-14.7286243,-36.54803948,22.84878292,40.76847591119365,-0.485836435,15.31390157,19.74915962631208,15.04203917831777,45.58566662157312,0.68129968,38.4779807,106.6906300529772,70.14205791402676,22.65450406433168,30.60223528006298,155.5797533297617,96.33448240976884,11.05987731877573,83.92478548612462,126.1400701,56.48031264303558,-4.144486031,-12.70457197,13.91924816723568,-48.34488202,-27.66617108,-121.3169374,-31.93572428,-64.94976208,-94.98484882,-109.1260246,-20.86125961,-80.85991213,-248.5268161,-155.698279,-29.81857405,-30.90339634,-95.67309087,-99.07865226,-28.54660717,-31.3553456,-60.26824269,-50.2001763,-26.9483106,-68.12484747,-53.24200702,-26.18445027,-11.77318762,-44.06429895,-60.7832411,-44.45483907,-51.67282558,-65.14101736,-64.97823142,-56.86787078,-36.78543114,-49.22312856,-25.12611984,-34.96350983,-58.37626411,-25.2904951,-53.51894881,-37.69147959,-59.40428443,-27.67273318,-23.13698531,-10.73034973,-60.50083596,-26.5985322,-21.30343922,-80.85693982,-46.88405851,-47.01222942,-48.53145789,-101.505217,-27.64725789,-91.19166064,-98.82608146,-3.073998731,-10.84373051,-35.31977736,41.63646873257402,17.78864669,36.10159506461899,16.57836155129072,
IMF.STA:BOP(20.0.0),COL.NETCD_T.CAB.USD.Q,OBS_VALUE,Colombia,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1119.648632,-1024.413512,-1304.6289,-1192.549118,-1201.076027,-1318.199345,-1522.073165,-1709.165391,-1711.262354,-1413.970777,-1258.954524,-473.4363382,-186.2194552,290.719267,319.8529078,246.629695,91.15859719,77.49412747,363.394148,313.3572104,-477.5358749,-290.9154932,-22.77971546,-249.0836683,-235.5954775,-348.8153171,-305.3498657,-399.4331161,-605.4198253,-70.25615645,59.36077952,-295.6824201,-591.1436575,-210.2222487,119.2961724,-92.47680911,-551.5078605,-285.2640539,-877.3375209,-233.6340881,-669.3404442,-707.3812444,-775.0166254,-839.2734891,-2091.328497,-1453.636263,-1462.85363,-1141.795167,-1312.289157,-1157.346771,-1661.075566,-2366.559242,-932.1767905,-760.9190261,-1296.268819,-1443.640784,-1260.820266,-1405.754743,-3210.348974,-2706.087665,-2002.965221,-1726.110555,-3030.84652,-2974.577023,-1838.260721,-3235.458088,-3596.241674,-2970.038446,-3439.157659,-2205.943822,-3596.218973,-3123.807288,-4124.711118,-4189.284119,-5033.405488,-6471.143293,-5291.928552,-4426.373664,-5055.772662,-3928.152407,-3524.789286,-2794.41566,-3601.143763,-2666.210711,-3489.520097,-2425.554703,-2560.646492,-1448.637116,-3022.549447,-3470.927011,-3406.015443,-4141.456715,-3820.353327,-3218.921827,-4302.644073,-3466.742851,-2295.198584,-1962.070395,-2012.544628,-2996.996173,-3105.09331,-4047.233442,-4834.834523,-5962.24169,-5396.994007,-4748.407462,-6109.435306,-4624.006655,-2807.412101,-2082.039009,-1545.583494,-1850.317522,-1940.919194,-1577.082388,-1654.00579,-2240.349747,
IMF.STA:BOP(20.0.0),CPV.NETCD_T.CAB.USD.Q,OBS_VALUE,Cabo Verde,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.4964176,-9.724165237,-10.50185936,-23.7896335,-18.73890721,-17.36394667,-17.83713792,-20.82293552,-11.86268219,-25.71892608,-13.50090645,-9.065495208,-8.113786657,-19.97412814,-10.21854839,-17.43651524,-8.11536628,-23.4951967,-20.56824926,-19.27070756,-8.267735482,-47.62439394,-18.14858433,-16.43875833,-11.61452546,-86.30511789,-19.59099492,-12.56912944,-17.75035008,-2.742937068,-13.93066222,-6.23577629,-17.37619231,2.028634825815262,-34.53774847,-32.84462663,-23.54227551,-57.88264379,-43.58045465,-73.15752498,-20.64219268,-55.24104149,-50.88434916,-78.48926406,-79.66721993,-66.96359057,-57.66876037,-40.62708296,-36.99028671,-78.18202479,-59.22936045,-48.36756627,-80.37608113,-120.2924899,-67.41242342,-36.45675451,-58.38902457,-71.22720106,-68.47224745,-45.47058328,6.036105926291658,-45.88579501,-24.34323891,-43.16602286,-26.15153618,-20.82051133,-95.88567751,-26.10286267,-6.309636361,-38.52211243,1.002291737014074,-6.763800447,0.9279734616445454,-25.38799889,-27.48275459,-12.19239851,-0.785171241,-71.40274401,-35.33779619,-32.10875042,14.34697218776989,-47.25719721,-61.06021504,-3.091521101,25.86784984,-27.73272612,-27.71737614,7.765444898,-19.20848452,-77.5056811,-90.12922009,-98.84059132,-80.4113013,-80.63672521,-62.07866395,-27.50542742,2.289214777191911,-38.42526015,-28.57380691,-13.5615158,0.8538980524922704,-16.04144174,-72.50799428,23.25639698928055,36.71724042366811,-18.2777029,20.84824305643165,61.78384944,
